title,artist,duration,date,popularity,danceability,tempo
Disco Pantz,Rejjie Snow,173666,6/18/21,33,0.864,105.028
Ungodly Hour,Chloe x Halle,255893,6/12/20,51,0.704,105.014
Love Me With Your Lie,Kiesza,170461,6/12/20,27,0.742,117.002
Not My Baby,INNA,168015,4/3/20,43,0.866,119.992
Want You In My Room,Carly Rae Jepsen,166293,5/17/19,53,0.669,96.917
Hallucinate,Dua Lipa,208505,3/27/20,71,0.627,122.053
Come Into My World (with NERVO),Alexandra Stan,192786,7/2/21,53,0.715,121.973
Morning,Karen Harding,157927,1/22/21,45,0.682,124.946
Crazy,Kelly Rowland,185194,10/14/20,62,0.734,115.002
Love Me Land,Zara Larsson,159810,7/10/20,56,0.302,216.334
Icy,Kim Petras,189803,6/28/19,1,0.461,192.94
Star (Voice English Ver.),LOONA,198186,10/19/20,52,0.715,158.15
Now That I Found You,Carly Rae Jepsen,200320,5/17/19,50,0.63,124.24
1000 Doves,Lady Gaga,215480,5/29/20,58,0.668,122.973
Bad Boy,Yung Bae,187570,6/21/19,62,0.861,118.04
Love Is Religion (The Blessed Madonna Remix),Dua Lipa,220146,9/12/20,48,0.807,121.979
Smile - Giorgio Moroder Remix,Katy Perry,187201,8/25/20,26,0.597,203.133
Heartbreak On The Dancefloor (feat. Frances),SG Lewis,195853,2/19/21,50,0.699,101.019
Who's Laughing Now,Ava Max,180348,7/30/20,0,0.648,184.021
Perfect Crime,Tinashe,176426,11/21/19,0,0.793,106.043
All the Time,Zara Larsson,228111,6/21/19,60,0.665,101.976
Underwater,Anabel Englund,177597,12/11/20,40,0.639,121.968
This Is Heaven,Nick Jonas,214623,3/4/21,2,0.646,100.912
Dance Again,Selena Gomez,170498,1/10/20,55,0.784,111.984
Finally (Cannot Hide It),Amorphous,204114,7/1/21,65,0.756,124.911
Harleys In Hawaii - KANDY Remix,Katy Perry,165009,11/13/19,49,0.661,128.072
Finish Him (feat. Joey LaBeija),Namasenda,200594,9/16/21,23,0.545,149.95
Mine,Slayyyter,159013,9/17/19,37,0.69,124.033
Sweat - SOPHIE Remix,SONIKKU,258340,4/17/20,49,0.775,126.966
Look At Her Now,Selena Gomez,162595,10/24/19,8,0.563,154.355
Violence - Club Mix,Grimes,252115,2/21/20,0,0.453,199.937
Save Room for Us,Tinashe,164718,11/21/19,0,0.758,112.055
STUD,Troye Sivan,209719,8/21/20,0,0.563,120.103
Holiday,Confidence Man,288160,11/11/21,6,0.642,114.993
All Of The Feelings,Kiesza,217747,3/6/20,30,0.55,103.684
River,PNAU,200503,12/11/20,46,0.83,116.974
Torn,Ava Max,198005,8/19/19,0,0.664,125.058
Let Me Get Me,Selena Gomez,189145,1/10/20,52,0.826,121.06
Fool's Gold,Sofia Carson,141984,3/26/21,28,0.77,114.027
Raising Hell (feat. Big Freedia),Kesha,169680,10/24/19,53,0.676,114.991
Don't Wanna Dance With U - Remix,SONIKKU,211834,9/14/20,18,0.722,127.006
Look What You've Done,Zara Larsson,181354,2/22/21,54,0.747,117.97
Live to Survive,M��,184666,5/27/21,46,0.649,120.033
Crush On You - Latroit & Pretty Garter Remix,HARLOE,227796,4/24/20,50,0.754,117.97
Break Up Song,Little Mix,200299,3/27/20,0,0.626,90.033
Only You,Amber-Simone,221807,4/2/19,27,0.669,102.991
Say Yes,TOKiMONSTA,233658,6/4/21,45,0.737,121.014
Read My Lips,Jessie Ware,243533,6/26/20,43,0.923,120.004
Good Luck,Mabel,235417,3/18/22,65,0.696,121.962
Something About Your Love,SG Lewis,323109,7/7/22,63,0.587,122.02
Infatuation,SG Lewis,217574,9/21/22,53,0.686,117.006
